1 2 3
7 2 20
6 1 1
26 1 20
26 1 7
25 1 10
28 1 4
16 2 31
12 2 8
12 1 3
3 1 2
12 1 1
23 1 19
4 1 3
15 1 14
1 2 13
2 1 10
5 2 5
22 2 25
1 5 1
1 2 20
6 2 1
10 1 9
11 1 10
20 1 16
20 1 23
20 1 31
4 2 27
20 1 25
26 1 1
10 1 12
19 1 13
28 1 27
5 2 6
2 1 1
23 2 22
19 1 18
20 1 22
13 2 17
15 2 15
22 1 17
1 1 1
14 1 6
26 1 5
17 1 10
8 2 9
8 2 12
17 2 21
27 1 20
18 1 10
8 2 1
2 2 2
27 1 1
14 1 1
1 1 11
19 2 20
17 2 18
5 2 1
19 1 17
22 2 23
13 1 10
22 1 21
20 1 15
16 1 10
22 2 15
23 1 20
10 1 8
1 2 8
20 1 26
15 2 22
1 1 8
1 2 7
26 1 6
27 1 5
1 4 1
10 1 1
21 1 20
14 1 13
1 2 11
? 1 JavaProgramData/45/1006.java

1 2 3
7 2 20
9 2 8
6 1 1
26 1 20
26 1 7
25 1 10
12 2 8
12 1 3
3 1 2
12 1 1
23 1 19
20 1 26
15 1 14
1 2 13
2 1 10
5 2 5
1 5 1
1 2 20
6 2 1
10 1 9
11 1 10
20 1 16
20 1 23
28 1 4
4 2 27
20 1 25
26 1 1
10 1 12
19 1 13
28 1 27
5 2 6
23 2 16
2 1 1
19 1 18
20 1 22
13 2 17
15 2 15
22 1 17
1 1 1
14 1 6
26 1 5
17 1 10
8 2 9
8 2 12
17 2 21
15 2 22
27 1 20
18 1 10
8 2 1
2 2 2
27 1 1
14 1 1
1 1 11
19 2 20
4 1 3
5 2 1
19 1 17
22 2 23
13 1 10
22 1 21
20 1 15
16 1 10
22 2 15
16 2 25
23 1 20
10 1 8
1 2 8
17 2 18
1 1 8
1 2 7
26 1 6
27 1 5
1 4 1
10 1 1
21 1 20
14 1 13
16 2 16
1 2 11
? 1 JavaProgramData/45/1008.java

1 2 3
7 2 20
6 1 1
26 1 20
26 1 7
5 2 6
28 1 4
16 2 31
12 2 8
12 1 3
3 1 2
12 1 1
23 1 19
20 1 26
15 1 14
5 2 1
1 2 13
16 2 23
2 1 10
22 1 24
5 2 5
1 5 1
1 2 20
6 2 1
10 1 9
11 1 10
20 1 16
20 1 23
20 1 31
4 2 27
4 1 3
26 1 1
10 1 12
19 1 13
28 1 27
23 2 16
2 1 1
23 2 22
19 1 18
20 1 22
13 2 17
21 2 24
22 1 17
1 1 1
14 1 6
26 1 5
16 1 10
8 2 9
8 2 12
17 2 21
27 1 20
18 1 10
8 2 1
2 2 2
27 1 1
14 1 1
1 1 11
19 2 20
17 2 18
16 2 15
24 1 20
19 1 17
22 2 23
13 1 10
22 1 21
20 1 15
17 1 10
22 2 15
23 1 20
10 1 8
1 2 8
15 2 22
1 1 8
1 2 7
26 1 6
27 1 5
1 4 1
10 1 1
21 1 20
14 1 13
15 2 15
1 2 11
? 1 JavaProgramData/45/1012.java

1 2 3
7 2 20
15 2 16
6 1 1
26 1 20
26 1 7
5 2 6
28 1 4
16 2 31
12 2 8
12 1 3
3 1 2
12 1 1
23 1 19
4 1 3
15 1 14
5 2 1
1 2 13
16 2 23
2 1 10
5 2 5
1 5 1
1 2 20
6 2 1
10 1 9
11 1 10
20 1 16
20 1 23
20 1 31
4 2 27
20 1 26
26 1 1
10 1 12
19 1 13
28 1 27
23 2 16
2 1 1
19 1 18
20 1 22
13 2 17
15 2 15
22 1 17
1 1 1
14 1 6
26 1 5
17 1 10
8 2 9
8 2 12
17 2 21
27 1 20
18 1 10
8 2 1
2 2 2
27 1 1
14 1 1
1 1 11
19 2 20
17 2 18
16 2 15
19 1 17
13 1 10
22 1 21
20 1 15
16 1 10
22 2 15
23 1 20
10 1 8
1 2 8
15 2 22
1 1 8
1 2 7
26 1 6
27 1 5
1 4 1
10 1 1
21 1 20
14 1 13
16 2 16
1 2 11
? 1 JavaProgramData/45/102.java

7 2 20
6 1 1
26 1 20
16 2 37
25 1 10
14 1 13
13 2 17
3 1 2
12 1 1
20 1 26
37 1 20
1 2 13
1 5 1
11 1 10
20 1 16
20 1 23
4 2 27
20 1 25
28 1 27
23 2 16
19 1 18
20 1 22
26 1 7
28 1 4
8 2 9
17 2 21
27 1 20
18 1 10
8 2 1
14 1 1
1 1 11
16 2 23
17 1 10
37 1 17
23 1 20
10 1 8
17 2 18
1 4 1
21 1 20
22 2 15
16 2 25
1 2 11
22 1 17
1 1 1
16 2 31
19 2 20
1 1 8
1 2 3
15 1 14
37 2 22
2 1 10
5 2 5
26 1 6
1 2 20
6 2 1
10 1 9
27 1 5
10 1 1
22 2 16
12 2 8
4 1 3
26 1 1
10 1 12
19 1 13
20 1 31
2 1 1
16 1 10
16 2 16
20 1 15
15 2 15
20 1 37
5 2 6
14 1 6
8 2 12
1 2 7
27 1 1
5 2 1
19 1 17
23 1 19
26 1 5
22 1 21
15 2 22
1 2 8
13 1 10
12 1 3
8 2 8
17 2 20
2 2 2
? 1 JavaProgramData/45/1037.java

1 2 3
7 2 20
6 1 1
26 1 20
26 1 7
25 1 10
28 1 4
16 2 31
12 2 8
12 1 3
3 1 2
12 1 1
20 1 29
4 1 3
15 1 14
1 2 13
2 1 10
5 2 5
8 2 10
1 5 1
1 2 20
6 2 1
10 1 9
11 1 10
20 1 16
20 1 23
20 1 31
18 1 8
4 2 27
20 1 25
26 1 1
10 1 12
19 1 13
28 1 27
5 2 6
23 2 16
2 1 1
15 2 23
1 4 1
19 1 18
20 1 22
13 2 17
15 2 15
22 1 17
1 1 1
14 1 6
26 1 5
17 1 10
8 2 9
8 2 12
17 2 21
27 1 20
18 1 10
8 2 1
2 2 2
27 1 1
14 1 1
1 1 11
19 2 20
10 2 8
17 2 18
5 2 1
23 2 23
19 1 17
13 1 10
22 1 21
20 1 15
16 1 10
22 2 15
23 1 20
10 1 8
1 2 8
20 1 26
15 2 22
1 1 8
1 2 7
26 1 6
27 1 5
23 1 19
10 1 1
21 1 20
14 1 13
16 2 25
1 2 11
? 1 JavaProgramData/45/104.java

1 2 3
7 2 20
6 1 1
26 1 20
26 1 7
5 2 6
28 1 4
16 2 31
12 2 8
12 1 3
3 1 2
12 1 1
23 1 19
4 1 3
15 1 14
1 2 13
2 1 10
5 2 5
1 5 1
1 2 20
6 2 1
10 1 9
11 1 10
20 1 16
20 1 23
20 1 31
4 2 27
20 1 26
26 1 1
10 1 12
19 1 13
28 1 27
23 2 16
2 1 1
1 4 1
19 1 18
20 1 22
13 2 17
15 2 15
22 1 17
1 1 1
14 1 6
26 1 5
17 1 10
8 2 9
8 2 12
17 2 21
27 1 20
18 1 10
8 2 1
2 2 2
27 1 1
14 1 1
1 1 11
19 2 20
17 2 18
5 2 1
19 1 17
22 2 23
13 1 10
22 1 21
20 1 15
16 1 10
22 2 15
23 1 20
10 1 8
1 2 8
15 2 22
22 2 22
1 1 8
16 2 22
26 1 6
27 1 5
1 2 7
10 1 1
21 1 20
14 1 13
22 2 16
1 2 11
? 1 JavaProgramData/45/1041.java

1 2 3
7 2 20
9 2 8
6 1 1
26 1 20
1 5 1
26 1 7
25 1 10
28 1 4
16 2 31
20 1 10
19 2 20
1 1 8
3 1 2
12 1 1
4 1 3
15 1 14
1 2 13
2 1 10
5 2 5
26 1 1
4 2 27
1 2 20
6 2 1
10 1 9
19 1 13
11 1 10
20 1 16
20 1 23
20 1 31
13 1 14
20 1 25
23 1 19
10 1 12
10 1 20
28 1 27
5 2 6
2 1 1
19 1 18
20 1 22
10 2 10
13 2 17
15 2 15
22 1 17
1 1 1
14 1 6
26 1 5
17 1 10
8 2 9
8 2 12
17 2 21
27 1 20
18 1 10
8 2 1
2 2 2
27 1 1
14 1 1
1 1 11
15 2 23
17 2 18
5 2 1
19 1 17
13 1 10
22 1 21
20 1 15
16 1 10
22 2 15
23 2 25
23 1 20
10 1 8
1 2 8
20 1 26
15 2 22
12 1 3
1 2 7
26 1 6
27 1 5
1 4 1
10 1 1
21 1 20
14 1 13
1 2 11
? 1 JavaProgramData/45/1057.java

7 2 20
6 1 1
26 1 20
25 1 10
14 1 13
13 2 17
3 1 2
1 1 1
20 1 26
1 2 13
1 5 1
11 1 10
20 1 16
20 1 23
20 1 25
28 1 27
23 2 16
15 2 23
19 1 18
20 1 22
26 1 7
16 2 31
28 1 4
8 2 9
17 2 21
27 1 20
18 1 10
8 2 1
14 1 1
1 1 11
17 1 8
16 2 23
17 1 10
23 1 20
1 2 3
17 2 18
1 4 1
21 1 20
4 2 27
16 2 25
1 2 11
8 2 10
11 2 11
14 1 6
19 2 20
1 1 8
10 1 8
12 1 1
15 1 14
2 1 10
5 2 5
1 2 20
6 2 1
10 1 9
27 1 5
10 1 1
20 1 31
18 1 8
4 1 3
26 1 1
10 1 12
19 1 13
2 1 1
16 1 10
16 2 16
20 1 15
15 2 15
22 1 17
5 2 6
12 2 8
8 2 12
1 2 7
27 1 1
10 2 8
5 2 1
23 2 23
19 1 17
23 1 19
26 1 5
22 1 21
15 2 22
1 2 8
13 1 10
12 1 3
26 1 6
13 1 8
2 2 2
? 1 JavaProgramData/45/1065.java

1 2 3
20 1 37
6 1 1
26 1 20
27 1 20
12 2 8
12 1 3
3 1 2
12 1 1
