1 2 3
20 1 19
24 1 2
6 2 6
3 2 18
5 1 4
21 1 18
13 2 21
1 2 14
15 2 19
10 1 5
1 5 1
14 2 4
24 1 1
20 1 15
6 1 5
17 1 15
8 1 7
10 2 10
19 2 27
19 1 18
1 4 1
20 1 27
7 1 1
14 2 1
9 2 15
7 1 2
4 2 14
18 1 21
18 1 20
1 1 6
15 2 16
2 2 1
8 2 13
21 2 21
5 1 12
13 1 5
1 2 11
17 1 16
27 1 20
7 2 7
5 1 1
24 1 18
13 2 20
17 1 9
11 1 10
16 1 5
12 1 11
17 2 18
5 1 14
2 1 1
15 1 5
1 1 1
18 1 13
21 1 17
13 2 13
1 2 6
18 1 8
9 1 5
12 1 1
24 1 3
25 1 24
? 1 CppProgramData/6/1004.cpp

20 2 20
20 1 19
6 2 6
3 2 18
5 1 4
21 1 18
13 2 21
18 1 21
18 1 36
1 2 14
10 1 5
15 2 18
18 1 23
1 2 11
1 5 1
14 2 4
24 1 1
20 1 15
6 1 5
17 1 15
8 1 7
10 2 10
21 2 23
19 1 18
1 4 1
15 2 19
7 1 1
24 1 2
9 2 15
7 1 2
4 2 14
2 2 1
15 1 5
36 1 18
1 1 6
14 2 1
18 1 20
17 1 9
8 2 13
5 1 12
13 1 5
23 1 5
17 1 16
13 2 36
7 2 7
5 1 1
24 1 18
13 2 20
36 2 13
11 1 10
16 1 5
12 1 11
17 2 18
5 1 14
2 1 1
15 2 16
36 1 15
1 1 1
18 1 13
1 2 3
21 1 17
13 2 13
1 2 6
18 1 8
9 1 5
12 1 1
20 2 13
24 1 3
25 1 24
? 1 CppProgramData/6/1009.cpp

1 2 3
4 2 14
3 2 18
5 1 4
21 1 18
13 2 21
46 1 1
1 2 14
2 1 30
10 1 5
24 1 1
1 2 11
1 5 1
14 2 14
1 2 6
18 1 23
14 2 4
6 1 5
17 1 15
25 1 46
8 1 7
10 2 10
21 2 23
1 4 1
9 1 5
14 2 1
9 2 15
7 1 2
8 2 8
46 1 11
2 2 1
25 1 18
15 2 16
1 1 6
17 1 9
46 2 18
8 2 13
5 1 14
5 1 12
13 1 5
14 2 12
23 1 5
17 1 16
8 2 21
1 2 9
21 2 21
7 2 7
1 2 30
33 1 11
5 1 1
24 1 18
14 2 33
7 1 9
11 1 10
16 1 5
12 1 11
17 2 18
25 1 24
2 1 1
18 2 24
15 1 5
1 1 1
18 1 13
21 1 17
13 2 13
18 1 21
18 1 8
7 1 1
12 1 1
21 2 13
24 1 3
5 1 33
? 1 CppProgramData/6/102.cpp

20 2 20
20 1 19
24 1 2
6 2 6
3 2 18
5 1 4
21 1 18
13 2 21
1 2 14
10 1 5
18 1 23
1 2 11
1 5 1
14 2 4
24 1 1
20 1 15
6 1 5
17 1 15
8 1 7
10 2 10
21 2 20
21 2 23
19 1 18
1 4 1
15 2 19
7 1 1
14 2 1
9 2 15
7 1 2
8 2 8
4 2 14
1 2 3
18 1 21
18 1 20
1 1 6
15 2 16
2 2 1
8 2 13
21 2 13
5 1 12
13 1 5
23 1 5
17 1 16
8 2 21
21 2 21
7 2 7
13 2 8
5 1 1
24 1 18
17 1 9
11 1 10
16 1 5
12 1 11
17 2 18
5 1 14
2 1 1
15 1 5
1 1 1
18 1 13
21 1 17
13 2 13
1 2 6
18 1 8
9 1 5
12 1 1
24 1 3
25 1 24
? 1 CppProgramData/6/1022.cpp

20 2 20
20 1 19
6 2 6
3 2 18
5 1 4
21 1 18
13 2 21
18 1 36
1 2 14
10 1 5
15 2 18
18 1 23
1 2 11
1 5 1
15 1 5
24 1 1
20 1 15
6 1 5
17 1 15
8 1 7
36 2 23
10 2 10
14 2 4
19 1 18
1 4 1
15 2 19
16 1 5
24 1 2
9 2 15
7 1 2
8 2 8
4 2 14
1 2 3
18 1 21
18 1 20
1 1 6
14 2 1
15 2 16
2 2 1
8 2 13
1 2 6
5 1 12
13 1 5
23 1 5
17 1 16
13 2 36
9 1 5
21 2 21
7 2 7
5 1 1
